Date;Day;Round;Venue;Result;Squad;Opponent;Start;Pos;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG;npxG;xA;SCA;GCA;Cmp;Att;Cmp%;Prog;Carries;Prog;Succ;Att;Rating;MOTM
25/09/2021;Sat;Matchweek 6;Away;W 1–0;Manchester City;Chelsea;Y;CM;80;0;0;0;0;4;0;0;0;52;15;2;0;2;0,2;0,2;0,3;4;0;23;37;62,2;4;32;3;1;2;7,5;
18/09/2021;Sat;Matchweek 5;Home;D 0–0;Manchester City;Southampton;N;DM;26;0;0;0;0;1;0;0;0;22;3;0;0;0;0;0;0,1;1;0;11;18;61,1;2;19;1;2;2;6,9;
15/08/2021;Sun;Matchweek 1;Away;L 0–1;Manchester City;Tottenham;N;CM;12;0;0;0;0;1;1;0;0;21;1;0;0;0;0;0;0;2;0;10;17;58,8;2;15;2;1;2;6,7;
14/03/2022;Mon;Matchweek 29;Away;D 0–0;Manchester City;Crystal Palace;Y;CM;90;0;0;0;0;2;0;0;0;68;5;0;0;2;1,1;1,1;0;3;0;49;57;86;2;52;12;1;2;6,9;
06/03/2022;Sun;Matchweek 28;Home;W 4–1;Manchester City;Manchester Utd;Y;CM;90;0;1;0;0;3;0;0;0;90;15;1;2;2;0,4;0,4;0,4;6;1;69;78;88,5;2;64;12;3;5;8,6;
26/02/2022;Sat;Matchweek 27;Away;W 1–0;Manchester City;Everton;Y;RW,FW,CM;90;0;0;0;0;3;2;0;0;48;6;1;2;0;0,3;0,3;0,1;5;0;32;38;84,2;2;35;14;1;3;7,7;
19/02/2022;Sat;Matchweek 26;Home;L 2–3;Manchester City;Tottenham;Y;FW;90;0;0;0;0;4;0;0;0;48;20;2;0;0;0,2;0,2;0,1;7;0;33;39;84,6;0;31;7;1;2;7,2;
12/02/2022;Sat;Matchweek 25;Away;W 4–0;Manchester City;Norwich City;Y;CM;74;0;0;0;0;2;0;0;0;49;10;1;1;1;0,2;0,2;0,2;5;0;39;42;92,9;1;42;9;1;1;7,8;
09/02/2022;Wed;Matchweek 24;Home;W 2–0;Manchester City;Brentford;Y;CM,LW;90;0;0;0;0;1;1;0;0;52;6;0;1;2;0;0;0;0;0;42;45;93,3;0;42;6;0;0;7,4;
22/01/2022;Sat;Matchweek 23;Away;D 1–1;Manchester City;Southampton;Y;CM;90;0;0;0;0;1;0;0;0;79;13;0;1;0;0;0;0,2;6;0;61;73;83,6;5;65;13;4;5;8,2;
15/01/2022;Sat;Matchweek 22;Home;W 1–0;Manchester City;Chelsea;Y;CM;90;0;0;0;0;0;0;0;0;66;24;4;3;0;0;0;0;1;0;49;53;92,5;1;49;8;0;1;7,3;
01/01/2022;Sat;Matchweek 21;Away;W 2–1;Manchester City;Arsenal;Y;CM,FW;90;0;0;0;0;2;0;1;0;59;11;1;1;0;0,1;0,1;0;4;1;38;46;82,6;2;43;10;2;3;8,2;
29/12/2021;Wed;Matchweek 20;Away;W 1–0;Manchester City;Brentford;Y;CM;90;0;0;0;0;0;0;0;0;92;3;1;0;1;0;0;0;2;0;78;87;89,7;0;80;19;1;1;7,3;
26/12/2021;Sun;Matchweek 19;Home;W 6–3;Manchester City;Leicester City;Y;FW;90;0;0;0;0;0;0;0;0;64;10;1;0;0;0;0;0,3;5;2;50;55;90,9;3;48;7;3;4;7,3;
19/12/2021;Sun;Matchweek 18;Away;W 4–0;Manchester City;Newcastle Utd;Y;CM;90;0;0;0;0;1;0;1;0;75;5;3;1;2;0,1;0,1;0,5;6;1;60;65;92,3;1;51;10;1;1;8,3;
14/12/2021;Tue;Matchweek 17;Home;W 7–0;Manchester City;Leeds United;Y;CM;45;0;0;0;0;1;0;0;0;39;9;1;0;0;0,6;0,6;0;5;1;33;36;91,7;0;31;4;1;2;7,2;
11/12/2021;Sat;Matchweek 16;Home;W 1–0;Manchester City;Wolves;Y;CM;90;0;0;0;0;3;2;0;0;70;16;0;0;1;0,5;0,5;0,1;4;0;53;63;84,1;2;51;15;1;3;7;
04/12/2021;Sat;Matchweek 15;Away;W 3–1;Manchester City;Watford;Y;CM;90;2;0;0;0;3;2;0;0;73;8;1;0;1;0,4;0,4;0,8;7;1;59;65;90,8;12;69;8;2;3;9,4;1
01/12/2021;Wed;Matchweek 14;Away;W 2–1;Manchester City;Aston Villa;Y;AM;90;1;0;0;0;1;1;0;0;50;13;0;0;0;0,2;0,2;0,2;2;0;31;38;81,6;0;37;7;1;4;7,7;1
28/11/2021;Sun;Matchweek 13;Home;W 2–1;Manchester City;West Ham;Y;CM,FW;90;0;0;0;0;1;1;0;0;78;10;1;0;0;0,2;0,2;0,1;4;0;61;69;88,4;4;63;13;1;1;7,5;
21/11/2021;Sun;Matchweek 12;Home;W 3–0;Manchester City;Everton;Y;CM;90;1;0;0;0;2;2;0;0;93;14;2;2;2;0,6;0,6;0;2;0;77;82;93,9;4;79;15;2;2;8,7;
06/11/2021;Sat;Matchweek 11;Away;W 2–0;Manchester City;Manchester Utd;Y;FW;90;1;0;0;0;2;1;1;0;81;42;2;0;3;0,4;0,4;0;4;1;64;68;94,1;1;58;9;3;4;8,5;
30/10/2021;Sat;Matchweek 10;Home;L 0–2;Manchester City;Crystal Palace;Y;CM,DM;90;0;0;0;0;0;0;1;0;78;14;1;1;1;0;0;0;1;0;64;72;88,9;3;63;20;1;1;6,8;
23/10/2021;Sat;Matchweek 9;Away;W 4–1;Manchester City;Brighton;Y;CM,AM;90;0;1;0;0;1;0;0;0;59;23;1;2;4;0,1;0,1;0,1;6;2;39;44;88,6;3;44;8;5;7;8,4;
16/10/2021;Sat;Matchweek 8;Home;W 2–0;Manchester City;Burnley;Y;CM;89;1;0;0;0;3;1;0;0;82;27;2;1;5;0,5;0,5;0,4;4;0;62;66;93,9;3;54;12;2;3;8,4;1
03/10/2021;Sun;Matchweek 7;Away;D 2–2;Manchester City;Liverpool;Y;CM;90;0;0;0;0;0;0;1;0;69;25;4;4;0;0;0;0,4;6;0;46;52;88,5;5;41;10;3;5;7,8;
25/09/2021;Sat;Matchweek 6;Away;W 1–0;Manchester City;Chelsea;Y;CM;90;0;0;0;0;0;0;0;0;86;23;3;2;0;0;0;0;2;0;66;74;89,2;7;68;11;2;3;7,8;
18/09/2021;Sat;Matchweek 5;Home;D 0–0;Manchester City;Southampton;Y;CM;71;0;0;0;0;0;0;0;0;44;13;1;0;1;0;0;0;3;0;28;38;73,7;1;35;7;1;1;6,9;
11/09/2021;Sat;Matchweek 4;Away;W 1–0;Manchester City;Leicester City;Y;CM,RW;90;1;0;0;0;3;2;0;0;63;21;3;1;2;0,5;0,5;0,4;6;0;40;51;78,4;0;46;10;2;5;8,3;1
28/08/2021;Sat;Matchweek 3;Home;W 5–0;Manchester City;Arsenal;Y;CM;57;0;0;0;0;1;1;0;0;33;7;1;0;0;0,1;0,1;0;2;1;26;30;86,7;1;23;4;0;0;6,9;
21/08/2021;Sat;Matchweek 2;Home;W 5–0;Manchester City;Norwich City;Y;CM;90;0;0;0;0;1;0;0;0;66;18;2;1;0;0;0;0;1;0;46;55;83,6;3;55;7;3;6;7,5;
16/03/2022;Wed;Matchweek 27;Away;W 2–0;Liverpool;Arsenal;Y;LW,RW;90;0;0;0;0;1;0;0;0;31;20;0;0;4;0,3;0,3;0;0;0;11;13;84,6;1;24;2;1;2;6,1;
12/03/2022;Sat;Matchweek 29;Away;W 2–0;Liverpool;Brighton;Y;FW,RW;90;0;0;0;0;4;3;0;0;42;26;1;0;0;0,3;0,3;0;2;0;23;24;95,8;6;30;2;4;4;7,7;
05/03/2022;Sat;Matchweek 28;Home;W 1–0;Liverpool;West Ham;Y;FW,RW;90;1;0;0;0;5;1;1;0;68;12;1;1;1;1;1;0,2;3;0;42;53;79,2;7;65;16;2;3;8,5;
23/02/2022;Wed;Matchweek 19;Home;W 6–0;Liverpool;Leeds United;Y;FW;90;2;0;0;0;3;2;0;0;80;13;1;0;1;1,4;1,4;0,3;5;1;50;59;84,7;4;65;10;2;2;9,3;
19/02/2022;Sat;Matchweek 26;Home;W 3–1;Liverpool;Norwich City;Y;FW,LM,LW;90;1;0;0;0;4;2;0;0;45;9;0;0;2;0,6;0,6;0,1;4;0;28;30;93,3;3;38;8;1;4;8,2;
13/02/2022;Sun;Matchweek 25;Away;W 1–0;Liverpool;Burnley;Y;LW;66;0;0;0;0;3;1;0;0;34;5;0;0;0;0,4;0,4;0,1;4;0;16;23;69,6;3;25;3;2;2;7,3;
02/01/2022;Sun;Matchweek 21;Away;D 2–2;Liverpool;Chelsea;Y;LW;89;1;0;0;0;2;2;1;0;40;30;1;1;1;0,7;0,7;0,2;3;1;20;25;80;1;33;2;2;5;8,2;
28/12/2021;Tue;Matchweek 20;Away;L 0–1;Liverpool;Leicester City;Y;LW;90;0;0;0;0;5;1;0;0;55;13;1;2;2;0,7;0,7;0;2;0;27;37;73;6;38;9;0;0;6,2;
19/12/2021;Sun;Matchweek 18;Away;D 2–2;Liverpool;Tottenham;Y;LW,LM;81;0;0;0;0;2;0;0;0;53;15;4;0;1;0,1;0,1;0,1;4;0;27;34;79,4;2;44;8;2;2;7,4;
16/12/2021;Thu;Matchweek 17;Home;W 3–1;Liverpool;Newcastle Utd;Y;LW;90;0;0;0;0;2;1;0;0;48;13;2;2;2;0,5;0,5;0,3;3;1;24;30;80;4;36;1;1;2;6,5;
11/12/2021;Sat;Matchweek 16;Home;W 1–0;Liverpool;Aston Villa;Y;LW;87;0;0;0;0;4;0;0;0;46;15;3;2;0;0,3;0,3;0,1;3;0;21;35;60;7;38;10;1;2;7,8;
04/12/2021;Sat;Matchweek 15;Away;W 1–0;Liverpool;Wolves;Y;LW;90;0;0;0;0;1;1;0;0;46;20;1;0;1;0,3;0,3;0;3;0;26;37;70,3;7;39;7;3;3;7,3;
01/12/2021;Wed;Matchweek 14;Away;W 4–1;Liverpool;Everton;Y;LW;90;0;0;0;0;3;1;0;0;48;14;1;0;0;0,4;0,4;0,2;2;1;26;33;78,8;0;37;3;0;2;7,1;
27/11/2021;Sat;Matchweek 13;Home;W 4–0;Liverpool;Southampton;Y;LW;90;0;0;0;0;3;1;0;0;55;17;0;0;0;0,1;0,1;0;4;2;29;40;72,5;2;47;8;3;3;7,3;
20/11/2021;Sat;Matchweek 12;Home;W 4–0;Liverpool;Arsenal;Y;LW;90;1;1;0;0;2;2;1;0;47;14;1;1;0;0,4;0,4;0,8;4;1;24;31;77,4;2;42;5;3;5;8,8;
07/11/2021;Sun;Matchweek 11;Away;L 2–3;Liverpool;West Ham;Y;LW;90;0;0;0;0;4;1;0;0;56;6;0;0;3;0,7;0,7;0;3;0;33;45;73,3;3;42;13;1;1;6,6;
30/10/2021;Sat;Matchweek 10;Home;D 2–2;Liverpool;Brighton;Y;LW,RW;90;1;0;0;0;2;1;0;0;53;17;1;1;3;0,3;0,3;0,1;2;0;26;37;70,3;3;38;2;3;5;7,7;
24/10/2021;Sun;Matchweek 9;Away;W 5–0;Liverpool;Manchester Utd;N;FW;14;0;0;0;0;1;0;0;0;9;2;0;0;0;0,1;0,1;0;0;0;6;7;85,7;0;5;1;0;0;6,1;
16/10/2021;Sat;Matchweek 8;Away;W 5–0;Liverpool;Watford;Y;LW;90;1;0;0;0;4;2;0;0;49;7;1;1;0;0,8;0,8;0;2;1;24;36;66,7;3;38;5;1;2;8,3;
03/10/2021;Sun;Matchweek 7;Home;D 2–2;Liverpool;Manchester City;Y;LW;90;1;0;0;0;1;1;0;0;27;18;0;1;1;0,3;0,3;0;0;0;8;13;61,5;0;17;3;1;2;7,4;
25/09/2021;Sat;Matchweek 6;Away;D 3–3;Liverpool;Brentford;Y;LW,LM;90;0;0;0;0;1;0;0;0;48;6;1;0;1;0,1;0,1;0,5;3;0;29;39;74,4;4;40;10;1;2;7;
18/09/2021;Sat;Matchweek 5;Home;W 3–0;Liverpool;Crystal Palace;Y;LW,FW;90;1;0;0;0;2;1;0;0;32;10;2;0;0;0,5;0,5;0,1;2;0;14;23;60,9;3;28;6;3;3;7,7;
12/09/2021;Sun;Matchweek 4;Away;W 3–0;Liverpool;Leeds United;Y;LW;90;1;0;0;0;10;2;0;0;54;8;0;0;2;2;2;0;6;0;26;31;83,9;4;42;8;1;3;8;
28/08/2021;Sat;Matchweek 3;Home;D 1–1;Liverpool;Chelsea;Y;LW;90;0;0;0;0;3;0;0;0;68;13;3;2;2;0,5;0,5;0;4;1;27;42;64,3;3;45;11;1;5;6,2;
21/08/2021;Sat;Matchweek 2;Home;W 2–0;Liverpool;Burnley;Y;LW;90;1;0;0;0;7;4;0;0;39;8;0;0;2;1,3;1,3;0,2;2;0;16;23;69,6;4;21;4;1;3;8,1;
14/08/2021;Sat;Matchweek 1;Away;W 3–0;Liverpool;Norwich City;Y;LW;90;0;0;0;0;3;0;0;0;44;19;2;0;0;0,2;0,2;0,2;4;1;19;31;61,3;3;32;7;1;2;7,7;
19/02/2022;Sat;Matchweek 26;Home;W 3–1;Liverpool;Norwich City;N;AM;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;
10/02/2022;Thu;Matchweek 24;Home;W 2–0;Liverpool;Leicester City;N;LW;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;2;2;100;0;3;0;0;1;0;
23/01/2022;Sun;Matchweek 23;Away;W 3–1;Liverpool;Crystal Palace;N;RW,FW;31;0;0;0;0;0;0;0;0;4;9;0;0;0;0;0;0;0;0;2;4;50;0;3;1;0;0;6;
16/01/2022;Sun;Matchweek 22;Home;W 3–0;Liverpool;Brentford;N;FW;17;1;0;0;0;2;1;0;0;11;6;1;0;0;0,7;0,7;0,4;3;1;6;8;75;1;6;1;0;0;7,6;
11/12/2021;Sat;Matchweek 16;Home;W 1–0;Liverpool;Aston Villa;N;LW;3;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;2;2;100;0;1;0;0;0;0;
01/12/2021;Wed;Matchweek 14;Away;W 4–1;Liverpool;Everton;N;FW;3;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;2;100;0;1;0;0;0;0;
27/11/2021;Sat;Matchweek 13;Home;W 4–0;Liverpool;Southampton;N;FW;10;0;0;0;0;0;0;0;0;5;9;0;0;0;0;0;0;1;0;4;5;80;0;3;0;0;0;0;
20/11/2021;Sat;Matchweek 12;Home;W 4–0;Liverpool;Arsenal;N;FW;15;1;0;0;0;1;1;0;0;9;3;0;0;0;0,8;0,8;0;0;0;6;7;85,7;0;8;2;0;1;7,2;
07/11/2021;Sun;Matchweek 11;Away;L 2–3;Liverpool;West Ham;N;DM;11;0;0;0;0;0;0;0;0;11;4;1;0;1;0;0;0;1;0;7;7;100;0;9;0;0;0;6;
30/10/2021;Sat;Matchweek 10;Home;D 2–2;Liverpool;Brighton;N;CM;4;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;4;4;100;1;4;1;0;0;0;
16/03/2022;Wed;Matchweek 27;Away;W 2–0;Liverpool;Arsenal;N;RW;35;0;0;0;0;3;0;0;0;23;8;0;1;0;0,2;0,2;0;0;0;10;16;62,5;0;17;2;0;1;5,7;
12/03/2022;Sat;Matchweek 29;Away;W 2–0;Liverpool;Brighton;Y;RW;64;1;0;1;1;6;2;0;0;27;13;0;1;0;1,3;0,6;0,2;6;0;11;17;64,7;1;19;2;2;2;8,3;1
05/03/2022;Sat;Matchweek 28;Home;W 1–0;Liverpool;West Ham;Y;RW;78;0;0;0;0;6;3;0;0;61;14;0;0;0;0,7;0,7;0,1;3;0;33;43;76,7;3;60;11;4;9;6,9;
23/02/2022;Wed;Matchweek 19;Home;W 6–0;Liverpool;Leeds United;Y;RW;90;2;1;2;2;4;1;0;0;65;11;0;0;0;2,3;0,8;0,3;6;3;46;52;88,5;10;54;8;2;5;9,2;1
19/02/2022;Sat;Matchweek 26;Home;W 3–1;Liverpool;Norwich City;Y;RW,RM;90;1;0;0;0;8;2;0;0;62;12;0;0;1;1;1;0,6;10;0;34;44;77,3;1;55;16;4;7;8,9;1
13/02/2022;Sun;Matchweek 25;Away;W 1–0;Liverpool;Burnley;Y;RW;90;0;0;0;0;1;0;0;0;45;11;1;2;1;0,1;0,1;0,4;4;0;24;33;72,7;5;30;7;1;2;7,1;
10/02/2022;Thu;Matchweek 24;Home;W 2–0;Liverpool;Leicester City;N;RW;31;0;0;0;0;4;3;0;0;23;3;0;1;0;0,6;0,6;0,2;6;0;14;15;93,3;2;20;3;2;4;7,3;
02/01/2022;Sun;Matchweek 21;Away;D 2–2;Liverpool;Chelsea;Y;RW;90;1;0;0;0;4;3;0;0;41;13;0;2;0;0,5;0,5;0,1;4;0;28;32;87,5;4;35;2;1;3;8;1
28/12/2021;Tue;Matchweek 20;Away;L 0–1;Liverpool;Leicester City;Y;RW;90;0;0;0;1;4;1;0;0;51;13;0;1;0;1,1;0,2;0,1;5;0;28;35;80;3;35;2;3;5;7,5;
19/12/2021;Sun;Matchweek 18;Away;D 2–2;Liverpool;Tottenham;Y;RW,FW;90;0;0;0;0;2;0;0;0;37;10;1;0;0;0,1;0,1;0,1;4;0;19;27;70,4;0;29;6;0;0;7,1;
16/12/2021;Thu;Matchweek 17;Home;W 3–1;Liverpool;Newcastle Utd;Y;RW;73;1;0;0;0;4;1;0;0;50;5;0;0;0;0,7;0,7;0,1;3;0;29;41;70,7;6;40;11;1;3;7,9;
11/12/2021;Sat;Matchweek 16;Home;W 1–0;Liverpool;Aston Villa;Y;RW;90;1;0;1;1;6;1;0;0;50;17;1;0;0;1,3;0,6;0,1;4;1;22;32;68,8;2;46;9;5;7;8,2;1
04/12/2021;Sat;Matchweek 15;Away;W 1–0;Liverpool;Wolves;Y;RW;89;0;1;0;0;2;1;0;0;47;18;1;1;0;0,1;0,1;0,4;4;1;20;30;66,7;2;31;2;1;4;6,8;
01/12/2021;Wed;Matchweek 14;Away;W 4–1;Liverpool;Everton;Y;RW;90;2;0;0;0;5;3;0;0;54;11;1;1;1;1,1;1,1;0;1;0;32;39;82,1;4;34;9;0;4;9;1
27/11/2021;Sat;Matchweek 13;Home;W 4–0;Liverpool;Southampton;Y;RW;90;0;1;0;0;4;0;0;0;48;17;0;0;1;0,1;0,1;0,8;2;1;21;30;70;5;40;9;1;4;7,3;
20/11/2021;Sat;Matchweek 12;Home;W 4–0;Liverpool;Arsenal;Y;RW;90;1;0;0;0;4;2;0;0;47;11;0;0;0;1,2;1,2;0,4;3;1;26;32;81,3;2;39;7;1;4;7,9;
07/11/2021;Sun;Matchweek 11;Away;L 2–3;Liverpool;West Ham;Y;RW;90;0;1;0;0;2;0;0;0;44;11;0;0;0;0,1;0,1;0,1;2;1;25;30;83,3;4;31;5;2;6;7,5;
30/10/2021;Sat;Matchweek 10;Home;D 2–2;Liverpool;Brighton;Y;RW,FW;90;0;1;0;0;2;1;0;0;38;18;0;0;0;0,1;0,1;0,5;3;1;21;30;70;3;29;7;2;3;7,9;1
24/10/2021;Sun;Matchweek 9;Away;W 5–0;Liverpool;Manchester Utd;Y;RW;90;3;1;0;0;7;4;0;0;59;8;0;0;0;1,4;1,4;0,8;3;2;45;49;91,8;4;26;7;0;1;9,8;1
16/10/2021;Sat;Matchweek 8;Away;W 5–0;Liverpool;Watford;Y;RW;90;1;1;0;0;5;3;0;0;63;12;0;0;0;0,3;0,3;0,4;5;3;42;50;84;7;55;10;4;6;8,7;1
03/10/2021;Sun;Matchweek 7;Home;D 2–2;Liverpool;Manchester City;Y;RW;90;1;1;0;0;3;1;0;0;42;33;3;2;1;0,2;0,2;0,7;5;4;18;23;78,3;6;28;7;4;6;8,9;1
25/09/2021;Sat;Matchweek 6;Away;D 3–3;Liverpool;Brentford;Y;RW,FW;90;1;0;0;0;3;1;0;0;46;9;0;0;0;1,1;1,1;0,1;4;1;24;37;64,9;2;40;3;2;2;8,1;
18/09/2021;Sat;Matchweek 5;Home;W 3–0;Liverpool;Crystal Palace;Y;RW;90;1;0;0;0;6;5;1;0;60;18;0;0;1;0,5;0,5;0;4;1;32;42;76,2;5;44;5;1;5;8,2;1
12/09/2021;Sun;Matchweek 4;Away;W 3–0;Liverpool;Leeds United;Y;RW;90;1;0;0;0;3;1;0;0;49;13;2;0;1;0,8;0,8;0,5;9;0;26;33;78,8;7;35;5;0;4;8,4;1
28/08/2021;Sat;Matchweek 3;Home;D 1–1;Liverpool;Chelsea;Y;RW;90;1;0;1;1;2;1;0;0;54;6;0;1;0;1,2;0,4;0,3;5;0;35;43;81,4;3;46;8;2;2;7,9;1
21/08/2021;Sat;Matchweek 2;Home;W 2–0;Liverpool;Burnley;Y;RW;90;0;0;0;0;5;1;0;0;43;9;0;0;0;0,3;0,3;0,1;6;0;26;31;83,9;5;33;7;3;6;7,4;
14/08/2021;Sat;Matchweek 1;Away;W 3–0;Liverpool;Norwich City;Y;RW;90;1;2;0;0;5;2;0;0;36;24;0;0;0;0,2;0,2;1,2;5;2;18;24;75;3;26;7;3;5;9,3;1
16/03/2022;Wed;Matchweek 27;Away;W 2–0;Liverpool;Arsenal;Y;FW;55;1;0;0;0;1;1;0;0;24;27;0;1;0;0,1;0,1;0;0;0;13;19;68,4;2;18;2;0;0;7,5;
12/03/2022;Sat;Matchweek 29;Away;W 2–0;Liverpool;Brighton;N;FW;26;0;0;0;0;0;0;0;0;12;14;2;0;0;0;0;0;1;0;6;7;85,7;1;6;1;0;0;6,3;
05/03/2022;Sat;Matchweek 28;Home;W 1–0;Liverpool;West Ham;N;FW,RW;12;0;0;0;0;1;0;1;0;8;6;0;0;0;0;0;0;0;0;5;7;71,4;0;9;1;1;1;6,1;
13/02/2022;Sun;Matchweek 25;Away;W 1–0;Liverpool;Burnley;N;LW;24;0;0;0;0;1;0;0;0;19;2;0;0;2;0,4;0,4;0;1;0;10;10;100;1;15;1;0;4;6,1;
10/02/2022;Thu;Matchweek 24;Home;W 2–0;Liverpool;Leicester City;Y;RW,FW;90;2;0;0;0;4;3;0;0;35;17;2;1;1;1;1;0,4;3;0;12;23;52,2;2;27;7;1;3;9,2;1
23/01/2022;Sun;Matchweek 23;Away;W 3–1;Liverpool;Crystal Palace;Y;LW;90;0;0;0;0;1;1;0;0;46;26;1;1;1;0,1;0,1;0,1;4;2;20;30;66,7;1;32;7;3;6;7,7;
16/01/2022;Sun;Matchweek 22;Home;W 3–0;Liverpool;Brentford;Y;LW,RW;81;0;0;0;0;6;2;0;0;52;13;0;0;1;0,9;0,9;0;3;0;32;41;78;4;39;9;1;2;7,4;
02/01/2022;Sun;Matchweek 21;Away;D 2–2;Liverpool;Chelsea;Y;FW;68;0;0;0;0;0;0;0;0;37;23;0;0;0;0;0;0;1;0;14;28;50;2;23;5;0;1;5,5;
28/12/2021;Tue;Matchweek 20;Away;L 0–1;Liverpool;Leicester City;Y;FW;90;0;0;0;0;3;0;0;0;42;15;3;0;1;0,4;0,4;0,4;1;0;22;32;68,8;2;26;5;0;1;6,3;
19/12/2021;Sun;Matchweek 18;Away;D 2–2;Liverpool;Tottenham;Y;FW,RM;89;1;0;0;0;3;1;0;0;41;24;4;1;1;0,2;0,2;0;3;1;15;21;71,4;2;28;2;1;5;7,1;
16/12/2021;Thu;Matchweek 17;Home;W 3–1;Liverpool;Newcastle Utd;Y;FW,RW;90;1;0;0;0;7;3;0;0;36;14;0;1;1;1,1;1,1;0;3;1;15;22;68,2;3;27;5;1;3;7,9;
11/12/2021;Sat;Matchweek 16;Home;W 1–0;Liverpool;Aston Villa;N;FW;33;0;0;0;0;2;0;0;0;11;6;0;1;0;0,5;0,5;0;1;0;4;4;100;1;9;1;1;2;5,8;
04/12/2021;Sat;Matchweek 15;Away;W 1–0;Liverpool;Wolves;Y;FW,AM;81;0;0;0;0;4;0;0;0;41;30;0;1;1;0,9;0,9;0;1;0;24;31;77,4;5;30;9;0;1;6,9;
01/12/2021;Wed;Matchweek 14;Away;W 4–1;Liverpool;Everton;Y;FW;87;1;0;0;0;2;1;0;0;46;13;2;2;0;0,3;0,3;0,6;8;1;25;32;78,1;1;27;3;3;4;8,8;
27/11/2021;Sat;Matchweek 13;Home;W 4–0;Liverpool;Southampton;Y;FW;80;2;0;0;0;7;2;0;0;54;22;2;0;0;2;2;0,1;4;0;24;35;68,6;3;45;5;5;5;9,1;1
20/11/2021;Sat;Matchweek 12;Home;W 4–0;Liverpool;Arsenal;Y;FW;75;1;0;0;0;2;2;0;0;29;9;0;0;1;1,1;1,1;0;3;3;11;21;52,4;3;20;1;2;3;7,8;
07/11/2021;Sun;Matchweek 11;Away;L 2–3;Liverpool;West Ham;Y;FW;75;0;0;0;0;2;0;0;0;30;9;1;1;1;0,1;0,1;0,1;2;0;17;21;81;0;20;6;1;1;6,8;
30/10/2021;Sat;Matchweek 10;Home;D 2–2;Liverpool;Brighton;N;LW;13;0;0;0;0;0;0;0;0;6;5;1;0;0;0;0;0,1;1;0;4;4;100;0;3;0;0;1;6,1;
24/10/2021;Sun;Matchweek 9;Away;W 5–0;Liverpool;Manchester Utd;Y;LW;90;1;1;0;0;2;1;0;0;49;25;1;1;2;0,8;0,8;0,4;3;1;31;39;79,5;4;29;5;0;0;8,8;
03/10/2021;Sun;Matchweek 7;Home;D 2–2;Liverpool;Manchester City;Y;FW;67;0;0;0;0;1;1;1;0;21;26;0;1;0;0,1;0,1;0;0;0;12;16;75;2;14;6;0;1;6,1;
25/09/2021;Sat;Matchweek 6;Away;D 3–3;Liverpool;Brentford;Y;FW,RM;90;1;0;0;0;2;2;0;0;33;10;0;0;0;0,9;0,9;0,3;2;0;19;21;90,5;4;29;3;1;4;7,9;1
18/09/2021;Sat;Matchweek 5;Home;W 3–0;Liverpool;Crystal Palace;Y;FW;75;0;0;0;0;4;0;0;0;29;17;3;0;1;0,9;0,9;0;3;0;11;15;73,3;2;16;2;2;3;7,4;
12/09/2021;Sun;Matchweek 4;Away;W 3–0;Liverpool;Leeds United;Y;FW;81;0;0;0;0;3;1;0;0;50;31;0;0;2;0,3;0,3;1,4;10;0;31;35;88,6;3;43;7;1;2;7,7;
28/08/2021;Sat;Matchweek 3;Home;D 1–1;Liverpool;Chelsea;N;FW;48;0;0;0;0;3;1;0;0;30;7;0;0;1;0,3;0,3;0;0;0;15;20;75;1;17;4;0;0;6,1;
21/08/2021;Sat;Matchweek 2;Home;W 2–0;Liverpool;Burnley;Y;FW;80;1;0;0;0;3;1;0;0;33;16;2;1;0;0,2;0,2;0,1;3;0;18;21;85,7;4;23;3;0;1;8;
14/08/2021;Sat;Matchweek 1;Away;W 3–0;Liverpool;Norwich City;Y;FW;60;1;0;0;0;2;2;0;0;22;14;1;0;0;0,7;0,7;0;3;0;8;13;61,5;1;15;2;2;4;7,7;
16/03/2022;Wed;Matchweek 27;Away;W 2–0;Liverpool;Arsenal;N;FW;35;1;0;0;0;1;1;1;0;25;17;2;0;2;0,2;0,2;0;2;0;15;17;88,2;3;16;4;0;1;7,5;
13/02/2022;Sun;Matchweek 25;Away;W 1–0;Liverpool;Burnley;Y;FW;90;0;0;0;0;1;0;0;0;55;14;2;0;3;0;0;0;0;0;37;44;84,1;3;38;7;2;3;7,3;
10/02/2022;Thu;Matchweek 24;Home;W 2–0;Liverpool;Leicester City;Y;FW;59;0;0;0;0;4;2;1;0;40;12;3;0;2;0,3;0,3;0;3;0;17;23;73,9;1;31;4;2;3;7,1;
23/01/2022;Sun;Matchweek 23;Away;W 3–1;Liverpool;Crystal Palace;Y;FW;89;0;0;0;0;0;0;1;0;56;17;3;0;0;0;0;0;1;0;30;43;69,8;0;40;5;2;3;7,3;
